"Video ID",Title,Length,Published
W7J2eoUmsPw,"Kylian Mbappé's Best Skills With PSG 🔥","3m 8s","2022-07-02T18:00:17Z"
lxlXXEy2lAA,"Lionel Messi's Best Skills With PSG 🔥","3m 8s","2022-06-30T18:00:14Z"
mIQj_0PLFPo,"Insane Skills From PSG Players 🔥⚽","4m 25s","2022-06-26T18:00:13Z"
C8Qxdbl4UQU,"20 PSG Goalkeeper World Class Saves 💪","3m 15s","2022-06-18T18:00:18Z"
uvV49XmDFDQ,"HIGHLIGHTS | PSG 5-0 METZ | MBAPPE, NEYMAR JR & DI MARIA ⚽️","1m 40s","2022-05-22T00:21:03Z"
IHbVs2WHLgY,"HIGHLIGHTS | MONTPELLIER 0-4 PSG | MESSI, DI MARIA & MBAPPE ⚽️","1m 44s","2022-05-15T08:41:20Z"
YurAn2_4RJI,"HIGHLIGHTS | PSG 2-2 TROYES | MARQUINHOS & NEYMAR JR ⚽️","1m 44s","2022-05-08T22:00:20Z"
"-k2CNcnCcyE","HIGHLIGHTS | STRASBOURG 3-3 PSG | MBAPPE & HAKIMI ⚽️","1m 46s","2022-05-01T22:00:54Z"
"Q_-ZA0ADVgs","HIGHLIGHTS | PSG 1-1 LENS | Leo Messi ⚽️","1m 41s","2022-04-24T22:00:08Z"
4hMaUeaP3aY,"HIGHLIGHTS | Angers 0-3 PSG | Mbappé, Sergio Ramos & Marquinhos ⚽️","1m 32s","2022-04-20T22:50:54Z"
"ivz-N6wafY4","HIGHLIGHTS | PSG 2-1 MARSEILLE | Mbappé & Neymar Jr ⚽️ Le Classique","1m 37s","2022-04-17T22:05:20Z"
A2QzgnMbJGQ,"HIGHLIGHTS | CLERMONT 1-6 PSG | Mbappé & Neymar Jr ⚽️","1m 37s","2022-04-10T22:00:25Z"
qKnCWbJm5Aw,"HIGHLIGHTS | PSG 5-1 LORIENT | Mbappé, Neymar Jr & Messi ⚽️","2m 27s","2022-04-03T22:04:35Z"
mTcyflOZhlg,"HIGHLIGHTS | PSG 2-2 BAYERN MUNICH | Baltimore & Bachmann ⚽️","1m 35s","2022-04-02T07:43:59Z"
"Fk-tUoTDrlY","HIGHLIGHTS | PSG 3-0 BORDEAUX | Mbappé, Neymar Jr & Paredes ⚽️","1m 35s","2022-03-13T23:01:06Z"
afVkIiTTdV0,"HIGHLIGHTS | NICE 1 - 0 PSG","1m 36s","2022-03-07T09:46:48Z"
"ErVDZK8y-qk","HIGHLIGHTS | PSG 2-0 SEVILLA | Simons & Yansané ⚽️ - #UYL","2m 6s","2022-03-02T08:42:18Z"
OVWmAvGeie0,"HIGHLIGHTS | PSG 3-1 ST ETIENNE | Mbappé, Danilo ⚽️","1m 43s","2022-02-27T23:02:43Z"
UVgVfv0SmTw,"HIGHLIGHTS | NANTES 3 - 1 PSG","1m 37s","2022-02-20T23:00:13Z"
Pol8VaL43go,"HIGHLIGHTS | PSG 1 - 0 REAL MADRID | Mbappé ⚽️","1m 36s","2022-02-17T23:01:53Z"
oEMg9iVTiXU,"HIGHLIGHTS | PSG 1 - 0 RENNES | Mbappé ⚽️","1m 37s","2022-02-13T23:00:31Z"
15QS7ROA6nI,"HIGHLIGHTS | LILLE 1 - 5 PSG | Danilo, Kimpembe, Messi & Mbappé ⚽️","1m 41s","2022-02-06T23:20:24Z"
"11G816yO-1E","HIGHLIGHTS | PSG 4 - 0 REIMS | A first goal for Sergio Ramos ⚽️","1m 36s","2022-01-23T23:39:23Z"
KCMZiBkctfM,"HIGHLIGHTS | PSG 2 - 0 BREST","1m 35s","2022-01-16T23:00:19Z"
VUvtSUIwVKI,"HIGHLIGHTS | Lyon 1 - 1 PSG","1m 36s","2022-01-09T23:00:25Z"
