"Video ID",Title,Length,Published
"Jlk8-e6LQXE","3 Space Missions to Look for in 2021","6m 22s","2021-01-01T20:00:05Z"
5m3NGmUfS4M,"We Used 1800s Math to Solve One of Jupiter’s Biggest Mysteries","5m 54s","2020-12-29T20:00:01Z"
cneb92EzvDw,"Space Superlatives of 2020!","6m 33s","2020-12-25T20:00:06Z"
MPMgrH_DhDw,"How Joan Feynman Demystified Auroras | Great Minds","5m 59s","2020-12-22T20:00:24Z"
nQUiqGSKntA,"The Farthest Galaxy We've Ever Seen! | SciShow News","6m 30s","2020-12-19T00:42:37Z"
NQrDHjSBO5A,"Our Smelly Solar System","6m 10s","2020-12-15T20:00:03Z"
EfBozVlKoYA,"This Nebula Is Disappearing Absurdly Fast | SciShow News","4m 53s","2020-12-11T20:00:03Z"
_y3MdJC1qc8,"The Tiny Planet Revealing Gravity’s Big Secrets","5m 50s","2020-12-08T22:12:11Z"
qs6JHLQG_RY,"A Farewell to the Arecibo Observatory | SciShow News","5m 41s","2020-12-04T23:08:32Z"
aJSzLIkEQUg,"How a Doomed Spacecraft Lived to Tell the Tale of the Sun","6m 31s","2020-12-01T21:47:37Z"
76sJ7C0QEJs,"5 Ways to Travel the Universe | Compilation","27m 36s","2020-11-27T20:00:01Z"
"t3V-gvnMBHU","Jupiter's Moons May Keep Each Other Warm","6m 41s","2020-11-24T20:00:09Z"
tDAPH08QVJY,"How Radioactivity Makes Planets Habitable | Space News","5m 41s","2020-11-20T20:00:12Z"
KMU8T17WA4I,"The Deepest Sound in the Universe","7m 13s","2020-11-17T20:00:02Z"
R_8oJGOpAiE,"On This Planet, the Floor Is Actually Lava | SciShow News","6m 8s","2020-11-13T20:21:24Z"
qIlrSjxjlDM,"How Other-Worldly Auroras Help Us Explore the Galaxy","6m 15s","2020-11-11T00:35:32Z"
eq17jxXitHE,"Fire, Lightning, and Crystals in Space: 20 Years on the ISS","5m 22s","2020-11-03T22:30:43Z"
HVbrd7wHkks,"There’s Water on the Moon—and Possibly More Than We Thought | SciShow News","5m 46s","2020-10-30T23:10:00Z"
kSPXrzxwtCE,"The First Time We Saw All of Venus: The Magellan Mission","6m 26s","2020-10-27T19:00:05Z"
nMF7276HpGI,"How to Find Dark Matter with a Billion Pendulums | SciShow News","4m 45s","2020-10-23T19:00:14Z"
"v-NBaUTm6Bk","What's It Like to Live in Space? | Compilation","23m 27s","2020-10-20T21:13:18Z"
ixXZtILqQgU,"How We Learned Black Holes Actually Exist | 2020 Nobel Prize in Physics","5m 56s","2020-10-16T22:58:40Z"
VfpB0snnbng,"The Two-Faced Role of Planetary Magnetic Fields","8m 57s","2020-10-13T19:00:03Z"
ZTmpA5xD3Cs,"A Violent Origin Story for Tiny Space Diamonds | SciShow News","6m 38s","2020-10-09T20:43:39Z"
f1qvbOgsDyk,"How the Space Shuttle Atlantis Changed Space Exploration","5m 29s","2020-10-06T19:00:04Z"
"q7ts1-APfLE","We Know More About That Underground Lake on Mars | SciShow News","5m 21s","2020-10-02T22:49:26Z"
n8bBjWvlVz0,"3 Times We Intentionally Crashed into Other Worlds","6m 27s","2020-09-29T19:00:08Z"
"TZE-yodNwK8","It’s Probably Not Aliens on Venus… But It Could Be | SciShow News","5m 41s","2020-09-25T21:29:24Z"
mL4f94pBokY,"The Simple Molecule Behind Our Complex Universe","5m 50s","2020-09-22T19:00:14Z"
EKrjGWpU4hk,"Dark Matter Is Even Stranger Than We Thought | SciShow News",6m,"2020-09-18T23:02:58Z"
aLBI3MH0Gh8,"The Telescope That Revealed the X-Ray Universe","6m 43s","2020-09-16T00:13:58Z"
NAdquaKEgSo,"Found: The Missing Link of Black Holes | SciShow News","6m 49s","2020-09-12T00:18:24Z"
"rV-Z6jk9Fkw","The Cosmic Ladder That Lets Us Map the Universe","5m 56s","2020-09-08T22:18:02Z"
oTiabLqpXAY,"The First Water on Earth Might've Come From… Earth? | SciShow News","6m 30s","2020-09-04T20:27:43Z"
KU26NgRf8ss,"Mars's Surface Is Messed Up | The Martian Dichotomy","5m 38s","2020-09-01T19:00:04Z"
jnSuZkbOvsM,"We're Getting Closer to Predicting Solar Flares | SciShow News","5m 46s","2020-08-28T19:00:11Z"
F7ZUIvRRGNE,"The History Hidden in Martian Dunes","4m 51s","2020-08-25T19:00:04Z"
Gmif_35NB2Q,"Mystery Solved: We Finally Know Why Betelgeuse Suddenly Faded | SciShow News","5m 59s","2020-08-21T19:00:05Z"
lyfQKuDCFpI,"How Plastic Balls and Garbage Cans Help Us Study Space","6m 43s","2020-08-18T19:31:44Z"
ZFippfNxvcU,"Looking for Life During a Lunar Eclipse | SciShow News","5m 39s","2020-08-14T19:00:12Z"
JZ_B1R80AhU,"Satellite Squad Goals: The Cluster Mission to the Magnetic Field","5m 25s","2020-08-11T21:34:33Z"
"LT8RuY-SW0g","This Stellar Blast Showered the Universe with… Calcium | SciShow News","5m 15s","2020-08-07T22:07:43Z"
92LAD_YUDwI,"The Planets with Inside-Out Weather","5m 17s","2020-08-04T19:05:54Z"
bWkOSCALXRI,"3 New Missions Just Left for Mars! | SciShow News","4m 47s","2020-07-31T19:00:06Z"
mogcNhgGUmI,"How Radio Waves Could Help Clear the Way to Space","5m 28s","2020-07-28T19:00:07Z"
txEw0jTlWtM,"These Icy Rocks Might Be from Another Solar System | SciShow News","6m 14s","2020-07-24T23:10:01Z"
71gIr5j1pF0,"Cosmic Shear: Revealing the Invisible Universe","4m 53s","2020-07-21T19:00:00Z"
paARzGrFksU,"The Mysterious Green Glass on the Moon (Plus: How to See Comet NEOWISE!) | SciShow News","5m 27s","2020-07-17T23:15:06Z"
